Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
Farmacia Venezia Farma Acquisition S.r.l.,"Corso Buenos Aires, 22",20124,Milano,Milano (MI),Lombardia,F/2751,2489000998,"Corso Buenos Aires, 22, 20124 Milano, Italia"
Farmacia Stazione Centrale Farma Acquisition Srl,"P.zale Duca D'Aosta, Snc-staz. Centrale-primo Piano",20125,Milano,Milano (MI),Lombardia,F/2762,2489000998,"P.zale Duca D'Aosta, Snc-staz. Centrale-primo Piano, 20125 Milano, Italia"
FARMACIA STELVIO S.R.L.,"Via Stelvio, 9",20026,Novate milanese,Milano (MI),Lombardia,F/3175,11411640151,"Via Stelvio, 9, 20026 Novate milanese, Italia"
Farmacia Durini Farma Acquisition S.r.l.,"Galleria Passarella, 1",20122,Milano,Milano (MI),Lombardia,F/2838,2489000998,"Galleria Passarella, 1, 20122 Milano, Italia"
Farmacia Fulvio Testi Farma Acquisition S.r.l.,"Viale Fulvio Testi, 90",20126,Milano,Milano (MI),Lombardia,F/2976,2489000998,"Viale Fulvio Testi, 90, 20126 Milano, Italia"
Farmacia Corvetto Farma Acquisition S.r.l.,"Viale Lucania, 6",20139,Milano,Milano (MI),Lombardia,F/2985,2489000998,"Viale Lucania, 6, 20139 Milano, Italia"
Farmacia Ranzoni,"Viale Ranzoni, 2",20149,Milano,Milano (MI),Lombardia,F/3003,2489000998,"Viale Ranzoni, 2, 20149 Milano, Italia"
FARMACIA PENATI LEONARDO E C. S.A.S.,"Viale Assunta, 13",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/3275,14325650969,"Viale Assunta, 13, 20063 Cernusco sul naviglio, Italia"
FARMACIA MILANO VESUVIO,"Piazza Vesuvio, 14",20144,Milano,Milano (MI),Lombardia,F/2627,12283700966,"Piazza Vesuvio, 14, 20144 Milano, Italia"
FARMACIA MILANO BAIRES,"Corso Buenos Aires, 55",20124,Milano,Milano (MI),Lombardia,F/2642,12283700966,"Corso Buenos Aires, 55, 20124 Milano, Italia"
FARMACIA MILANO SETTEMBRINI,"Via Luigi Settembrini, 39",20124,Milano,Milano (MI),Lombardia,F/2667,12283700966,"Via Luigi Settembrini, 39, 20124 Milano, Italia"
FARMACIA MILANO SAINT BON,"Via SAINT BON SIMONE, 2",20147,Milano,Milano (MI),Lombardia,F/2760,12283700966,"Via SAINT BON SIMONE, 2, 20147 Milano, Italia"
FARMA MILANO - QUARENGHI,"Via Quarenghi, 23",20151,Milano,Milano (MI),Lombardia,F/2818,12283700966,"Via Quarenghi, 23, 20151 Milano, Italia"
FARMACIA MILANO PORTA ROMANA,"Corso Porta Romana, 68",20122,Milano,Milano (MI),Lombardia,F/2901,12283700966,"Corso Porta Romana, 68, 20122 Milano, Italia"
FARMACIA MILANO SOLFERINO,"Via Solferino, 25",20121,Milano,Milano (MI),Lombardia,F/2928,12283700966,"Via Solferino, 25, 20121 Milano, Italia"
Farmacia Milano - Altamura,"Via Altamura, 20",20148,Milano,Milano (MI),Lombardia,F/3001,12283700966,"Via Altamura, 20, 20148 Milano, Italia"
FARMACIA SAN VITTORE - ITALIA,"Piazza Italia, 25",20028,San vittore olona,Milano (MI),Lombardia,F/3042,12283700966,"Piazza Italia, 25, 20028 San vittore olona, Italia"
FARMACIA S. MICHELE S.R.L.,"Viale Coni Zugna, 12",20144,Milano,Milano (MI),Lombardia,F/2905,11070440968,"Viale Coni Zugna, 12, 20144 Milano, Italia"
AL CASTELLO,"Corso Matteotti, 48",20081,Abbiategrasso,Milano (MI),Lombardia,F/3022,4996690964,"Corso Matteotti, 48, 20081 Abbiategrasso, Italia"
FARMACIA PETRINI S.R.L.,"Piazza Risorgimento, 14",20077,Melegnano,Milano (MI),Lombardia,F/3254,13464920969,"Piazza Risorgimento, 14, 20077 Melegnano, Italia"
FARMACIA PREMUDA S.A.S. DEL DR. DEL GENOVESE EDOARDO MARIO VINCENZO & C.,"Via Pasquale Sottocorno, 1",20129,Milano,Milano (MI),Lombardia,F/2819,13866670964,"Via Pasquale Sottocorno, 1, 20129 Milano, Italia"
FARMACIA ABBIATEGRASSO PAVIA,"Viale Pavia, 30",20081,Abbiategrasso,Milano (MI),Lombardia,F/3055,12283700966,"Viale Pavia, 30, 20081 Abbiategrasso, Italia"
FARMACIA CESATE ROMANO',"Via Carlo Romanò, 13",20020,Cesate,Milano (MI),Lombardia,F/3100,12283700966,"Via Carlo Romanò, 13, 20020 Cesate, Italia"
FARMACIA PADERNO TOSCANINI,"Via Toscanini, 3",20037,Paderno dugnano,Milano (MI),Lombardia,F/3127,12283700966,"Via Toscanini, 3, 20037 Paderno dugnano, Italia"
FARMACIA ABBIATEGRASSO XX SETTEMBRE,"Corso XX Settembre, 1",20081,Abbiategrasso,Milano (MI),Lombardia,F/3139,12283700966,"Corso XX Settembre, 1, 20081 Abbiategrasso, Italia"
FARMACIA RHO - CADORNA,"Via LUIGI CADORNA, 51",20017,Rho,Milano (MI),Lombardia,F/3181,12283700966,"Via LUIGI CADORNA, 51, 20017 Rho, Italia"
FARMACIA ROBECCO SAN GIOVANNI,"Corso San Giovanni, 13",20087,Robecco sul naviglio,Milano (MI),Lombardia,F/3186,12283700966,"Corso San Giovanni, 13, 20087 Robecco sul naviglio, Italia"
FARMACIA BOLLATE LIBERTA',"Piazza MARTIRI DELLA LIBERTA', 5",20021,Bollate,Milano (MI),Lombardia,F/3206,12283700966,"Piazza MARTIRI DELLA LIBERTA', 5, 20021 Bollate, Italia"
FARMACIA CESANO BOSCONE PASUBIO,"Via Pasubio, 1",20090,Cesano boscone,Milano (MI),Lombardia,F/3207,12283700966,"Via Pasubio, 1, 20090 Cesano boscone, Italia"
FARMACIA PIOLTELLO - LEONCAVALLO,"Via Leoncavallo, 22",20096,Pioltello,Milano (MI),Lombardia,F/3244,12283700966,"Via Leoncavallo, 22, 20096 Pioltello, Italia"
FARMACIA PIOLTELLO PADANA,"Strada PADANA SUPERIORE, 15",20096,Pioltello,Milano (MI),Lombardia,F/3301,12283700966,"Strada PADANA SUPERIORE, 15, 20096 Pioltello, Italia"
Farmacia Sesto Viale Italia,"Viale Italia, 555 - Centro Vulcano",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3437,12283700966,"Viale Italia, 555 - Centro Vulcano, 20099 Sesto san giovanni, Italia"
FARMACIA SESTO - LAMARMORA,"Largo Lamarmora, 1",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3441,12283700966,"Largo Lamarmora, 1, 20099 Sesto san giovanni, Italia"
Farmacia Cusano Milanino Trento Trieste,"Piazza Trento e Trieste, 4",20095,Cusano milanino,Milano (MI),Lombardia,F/3447,12283700966,"Piazza Trento e Trieste, 4, 20095 Cusano milanino, Italia"
FARMACIA COLOGNO - QUATTRO STRADE,"Via QUATTRO STRADE, 16",20093,Cologno monzese,Milano (MI),Lombardia,F/3457,12283700966,"Via QUATTRO STRADE, 16, 20093 Cologno monzese, Italia"
Farmacia Cinisello Testi,"Viale Fulvio Testi, 176",20092,Cinisello balsamo,Milano (MI),Lombardia,F/3514,12283700966,"Viale Fulvio Testi, 176, 20092 Cinisello balsamo, Italia"
COMUNALE N.1,"Via Unione, 2",20095,Cusano milanino,Milano (MI),Lombardia,F/3422,2366970966,"Via Unione, 2, 20095 Cusano milanino, Italia"
FARMACIA DELLA SALUTE SRL,"Via Manzoni, 9",20071,Vermezzo,Milano (MI),Lombardia,F/3110,5313480963,"Via Manzoni, 9, 20071 Vermezzo, Italia"
FARMACIA NAZIONALE S.R.L.,"Piazza Nazionale, 7",20056,Trezzo sull'adda,Milano (MI),Lombardia,F/3499,6638740966,"Piazza Nazionale, 7, 20056 Trezzo sull'adda, Italia"
farmacia piazza gramsci,"Via paolo sarpi, 62",20154,Milano,Milano (MI),Lombardia,F/2731,3860200967,"Via paolo sarpi, 62, 20154 Milano, Italia"
SUZZANI SNC DI ROMANO E ALBERTO MISSAGLIA,Viale Suzzani 18,20162,Milano,Milano (MI),Lombardia,F/2759,3860200967,"Viale Suzzani 18, 20162 Milano, Italia"
FARAM SNC sede di corso di porta ticinese,"Corso P.ta Ticinese, 98",20123,Milano,Milano (MI),Lombardia,F/2864,3860200967,"Corso P.ta Ticinese, 98, 20123 Milano, Italia"
FARAM SNC sede di piazzale Martesana,"Piazzale Martesana, 4 - Angolo V.le Monza",20126,Milano,Milano (MI),Lombardia,F/2866,3860200967,"Piazzale Martesana, 4 - Angolo V.le Monza, 20126 Milano, Italia"
FARMACIA BOIFAVA S.R.L.,"Via Pietro Boifava, 31/B",20142,Milano,Milano (MI),Lombardia,F/2927,10698600151,"Via Pietro Boifava, 31/B, 20142 Milano, Italia"
FARMACIA F.LLI RAGNI S.r.l.,"Via Litta Modignami, 5",20161,Milano,Milano (MI),Lombardia,F/2856,8441520965,"Via Litta Modignami, 5, 20161 Milano, Italia"
Farmacia Pharmanow,"Via Bellone, 1",20083,Gaggiano,Milano (MI),Lombardia,F/17660,13897610963,"Via Bellone, 1, 20083 Gaggiano, Italia"
FARMACIA SAN MICHELE S.R.L.,"Via Magenta, 35",20017,Rho,Milano (MI),Lombardia,F/3107,8244260967,"Via Magenta, 35, 20017 Rho, Italia"
Farmacia Comunale Bareggio,"Via DE GASPERI, 42",20008,Bareggio,Milano (MI),Lombardia,F/21287,11487760156,"Via DE GASPERI, 42, 20008 Bareggio, Italia"
AZIENDA MULTISERVIZI ABBIATENSE GESTIONE AMBIENTALI AMAGA SPA,"Viale Mazzini, 101",20081,Abbiategrasso,Milano (MI),Lombardia,F/3033,11487760156,"Viale Mazzini, 101, 20081 Abbiategrasso, Italia"
AZIENDA MULTISERVIZI ABBIATENSE GESTIONE AMBIENTALI AMAGA SPA,"Via Novara, 44",20081,Abbiategrasso,Milano (MI),Lombardia,F/3076,11487760156,"Via Novara, 44, 20081 Abbiategrasso, Italia"
FARMACIA S.SPIRITO S.A.S. DEL DOTT. VERCESI LUIGI & C.,"Via DELLA REPUBBLICA, 2",20090,Cesano boscone,Milano (MI),Lombardia,F/3183,14187030961,"Via DELLA REPUBBLICA, 2, 20090 Cesano boscone, Italia"
